sku,contributor_id,contributor_name,matched_asin#1.value,marketplace_id,brand.value,brand.value_id,browse_node_id.value,browse_nodes#1.value,browse_nodes#1.value_id,bullet_point#1.value,bullet_point#1.value_id,bullet_point#2.value,bullet_point#3.value,bullet_point#4.value,bullet_point#5.value,bullet_point#6.value,bullet_point#7.value,bullet_point#8.value,bullet_point#9.value,bullet_point#10.value,ean#1.value,expiration_date_type.value,expiration_interval.unit,expiration_interval.value,fc_shelf_life.unit,fc_shelf_life.value,fc_shelf_life_pad_time#1.unit,fc_shelf_life_pad_time#1.value,fulfillment_center_barcode_id#1.value,gl_product_group_type.value,inner_pack_product_identification.type,inner_pack_product_identification.value,is_expiration_dated_product.value,item_dimensions.height.normalized_value.unit,item_dimensions.height.normalized_value.value,item_dimensions.height.unit,item_dimensions.height.value,item_dimensions.length.normalized_value.unit,item_dimensions.length.normalized_value.value,item_dimensions.length.unit,item_dimensions.length.value,item_dimensions.width.normalized_value.unit,item_dimensions.width.normalized_value.value,item_dimensions.width.unit,item_dimensions.width.value,item_form#1.value,item_form#1.value_id,item_form#2.value,item_name.alternate_representations#1.type,item_name.alternate_representations#1.value,item_name.value,item_name.value_id,item_name#2.value,item_volume.unit,item_volume.value,item_weight.normalized_value.unit,item_weight.normalized_value.value,item_weight.unit,item_weight.value,list_price.currency,list_price.is_originating_currency,list_price.value,list_price.value_with_tax,list_price#2.currency,list_price#2.value,list_price#2.value_with_tax,manufacturer.value,manufacturer.value_id,minimum_order_quantity.increment#1.value,minimum_order_quantity.minimum#1.value,product_category.value,product_classes.value#1,product_expiration_type.value,product_expiration_type.value_id,product_shelf_life#1.unit,product_shelf_life#1.value,product_type.value,product_type_category.value,product_type_embedding.model.metadata.model_id,product_type_embedding.model.metadata.norm_function,product_type_embedding.model.vector#1.score,product_type_embedding.model.vector#1.value,product_type_embedding.override#1.source,product_type_embedding.override#1.type,product_type_embedding.override#1.value,product_type_subcategory.value,rtip_barcode.value,rtip_inner_packs_per_master_pack.value,rtip_items_per_inner_pack.value,rtip_items_per_master_pack.value,rtip_units_per_inner_pack#1.value,unit_count.type.value,unit_count.type.value_id,unit_count.value,upc#1.value,vendor_barcode#1.value
B07PKDJM35,1.32946E+11,AmazonAe/WJTP1,B07PKDJM35,global,American Garden,,,,,No added MSG,,Enhance the flavor,Finest aged red chili peppers,,,,,,,,,,,,,,,,,gl_grocery,,,TRUE,,,centimeters,20.5,,,centimeters,31,,,centimeters,19.5,,,,,,"American Garden Louisiana Style Hot Sauce, 170 g",,,milliliters,170,,,kilograms,0.17,AED,,2.74,2.88,,,,American Garden,,,1,32502000,,Expiration Date Required,,,,,,,,,,,,,,,24,1,1,,milliters,,177,,
B07PKCQ275,1.32946E+11,AmazonAe/WJTP1,B07PKCQ275,global,Afia,,,,,Extra virgin olive oil first cold press,,Acidity less than 0.8%,No cholesterol,,,,,,,,,,,,,,,,,gl_grocery,,,TRUE,,,centimeters,17,,,centimeters,22.5,,,centimeters,22.5,,,,,,Afia Extra Virgin Olive Oil 250ml,,,milliliters,250,,,kilograms,0.25,AED,,15.9,16.69,,,,Afia,,,1,32502000,,Expiration Date Required,,,,CONDIMENT,,,,,,,,,,,1,1,1,,milliters,,250,,
AY037,1.32946E+11,AmazonAe/WJTP1,B07PHYKW9T,global,American Garden,,,,,American Garden Italian Dressing & Marinade 473ml adds a splash of well-balanced flavor to any meal,,This delicious salad dressing and marinade has zesty and tangy notes to add a hint of freshness to your food,"Contains no artificial colors and no artificial flavors, and is gluten-free and dairy-free","Use American Garden Italian Dressing & Marinade as a marinade, a dipping sauce, and a seasoning for all your savory meals","Perfect as a salad dressing or marinade for a backyard BBQ, the possibilities are endless",,,,,,,,,,,,days,5.4,,gl_grocery,,,TRUE,,,centimeters,15.5,,,centimeters,21,,,centimeters,21.5,,,,,,"American Garden Italian Dressing & Marinade, Gluten-Free, Dairy-Free, 473ml",,,milliliters,473,,,kilograms,0.473,AED,,,15.72,,,,American Garden,,,1,32550000,,Shelf Life,,,,SALAD_DRESSING,,,,,,,,,,,6,1,1,,milliters,,473,17273504807,
B07PH3ZW8T,1.32946E+11,AmazonAe/WJTP1,B07PH3ZW8T,global,American Garden,,,,,Delicious and a great accompaniment to cheeses and salads,,"Perfect ingredient that accompany your sandwiches, salads and side dishes","Good source of antioxidants, essential vitamins and minerals",,,,,,,,,,,,,,days,2.7,,gl_grocery,,,TRUE,,,centimeters,8.1,,,centimeters,4.8,,,centimeters,4.8,,,,,,"American Garden Dill Flavored Hamburger Cucumber Slices, 1.93 kg",,,milliliters,1930,,,kilograms,1.93,AED,,19.93,20.93,,,,American Garden,,,1,32502000,,Expiration Date Required,,,,,,,,,,,,,,,6,1,1,,grams,,1930,,
B07PGTW6PZ,1.32946E+11,AmazonAe/WJTP1,B07PGTW6PZ,global,American Garden,,,,,Decorating any sweet dish.,,Kid's favorite,Sugar free,,,,,,,,,,,,,,days,5.4,,gl_grocery,,,TRUE,,,centimeters,21,,,centimeters,33,,,centimeters,23,,,,,,"American Garden Chocolate Syrup, 680 g",,,,,,,kilograms,0.68,AED,,14.48,15.2,,,,American Garden,,,1,32560000,,Shelf Life,,,,,,,,,,,,,,,12,1,1,,grams,,680,,
B07PFYFQPJ,1.32946E+11,AmazonAe/WJTP1,B07PFYFQPJ,global,American Garden,,,,,coconut milk,,Delicious smoothness milk,Low in fat,,,,,,,,,,,,,,,,,gl_grocery,,,TRUE,,,centimeters,23,,,centimeters,30.5,,,centimeters,22.5,,,,,,American Garden Coconut Milk 400ml,,,milliliters,400,,,kilograms,0.4,AED,,6.86,7.2,,,,American Garden,,,1,32502000,,Expiration Date Required,,,,,,,,,,,,,,,24,1,1,,milliters,,400,,
B07PCMG31N,1.32946E+11,AmazonAe/WJTP1,B07PCMG31N,global,American Garden,,,,,Vegetarian,,Gluten free,Preserved foods,,,,,,,,,,,,,,,,,gl_grocery,,,TRUE,,,centimeters,23,,,centimeters,31,,,centimeters,23,,,,,,Americana Garden Sweet Corn Whole Kernel 425g,,,,,,,kilograms,0.425,,,,,,,,American Garden,,,1,32595000,,Expiration Date Required,,,,VEGETABLE,,,,,,,,,,,24,1,1,,grams,,425,,
B07PCMFZ1L,1.32946E+11,AmazonAe/WJTP1,B07PCMFZ1L,global,American Garden,,,,,"Higher in fiber, vitamins b6 and e, magnesium, zinc, folic acid and chromium",,Healthier,Whole grains and fibers to your diet,,,,,,,,,,,,,,,,,gl_grocery,,,TRUE,,,centimeters,27.5,,,centimeters,36,,,centimeters,18,,,,,,American Garden Whole Wheat Bread Crumbs - 425 gm,,,milliliters,425,,,kilograms,0.425,,,,,,,,American Garden,,,1,32502000,,Expiration Date Required,,,,,,,,,,,,,,,12,1,1,,grams,,425,,
B07PCF1NF9,1.32946E+11,AmazonAe/WJTP1,B07PCF1NF9,global,Al osra,,,,,Type: Sugar,,Packaging: Pouch,Expirable: True,,,,,,,,6.28101E+12,,,,,,,,,gl_grocery,,,,,,centimeters,15.4,,,centimeters,5.8,,,centimeters,26.6,,,,,,AL OSRA REFINED SUGAR 2Kg,,,,,,,,,AED,,10.62,11.15,,,,Al Osra,,,,32501000,,,,,,SUGAR,,,,,,,,,,,,,,,,,,,
B07PCDZ634,1.32946E+11,AmazonAe/WJTP1,B07PCDZ634,global,American Garden,,,,,Gulten free,,Non vegetarian,Contains less than 2% of starch,,,,,,,,,,,,,,,,,gl_grocery,,,TRUE,,,centimeters,19,,,centimeters,24.5,,,centimeters,12,,,,,,"American Garden A Sandwich Spread, 237 ml",,,,,,,kilograms,0.237,AED,,9.36,9.83,,,,American Garden,,,1,32502000,,Expiration Date Required,,,,,,,,,,,,,,,12,1,1,,grams,,237,,
B07PBLLSTQ,1.32946E+11,AmazonAe/WJTP1,B07PBLLSTQ,global,American Garden,,,,,Made from california vine-ripened tomatos,,Sweet and tangy taste,"Makes its way on to your fries, burgers or sandwiches",,,,,,,,,,,,,,,,,gl_grocery,,,TRUE,,,centimeters,25,,,centimeters,32,,,centimeters,16.5,,,,,,American Garden Tomato Ketchup - 425 gm,,,milliliters,425,,,kilograms,0.425,AED,,7.29,7.65,,,,American Garden,,,1,32502000,,Expiration Date Required,,,,,,,,,,,,,,,16,1,1,,grams,,425,,
AY038,1.32946E+11,AmazonAe/WJTP1,B07PBLJ3VP,global,American Garden,,,,,American Garden Thousand Island Dressing & Dip 473ml can be used as a cocktail sauce and is an all-time favorite and a must-have dressing,,Use this dressing on your favorite foods or snacks to add an irresistible creamy & zesty flavor,This 1000 island dressing is gluten-free and dairy-free making it the perfect dressing for everyone to enjoy,"Get creative with this flavorful dressing sauce by using it as a dip for seafood, spreading it on your burgers and sandwiches or using it as a salad dressing to add an extra kick","Thousand island sauce is convenient & applicable to a wide range of foods, use at a BBQ or party to surprise your guests with a burst of flavor",,,,,,,,,,,,days,5.4,,gl_grocery,,,TRUE,,,centimeters,15.5,,,centimeters,21,,,centimeters,21.5,Sauce,,,,,"American Garden Thousand Island Dressing & Dip, Gluten Free, Dairy Free, 473ml",,,milliliters,473,,,kilograms,0.473,AED,,,17.7,,,,American Garden,,,1,32550000,,Shelf Life,,,,SAUCE_AND_SPREAD_AND_CONDIMENT,,,,,,,,,,,1,1,1,,milliters,,473,7.17274E+11,
AY040,1.32946E+11,AmazonAe/WJTP1,B07P9G9RTZ,global,American Garden,,,,,American Garden Creamy Caesar Dressing & Dip 473ml delivers an authentic flavor & complements your favorite foods,,"Whether you’re opting for a classic, chicken, or shrimp Caesar salad, choose this American Caesar salad dressing for its creamy texture & perfect taste",This delicious Caesar sauce contains no artificial flavors or artificial colors,"Spread this dressing on your chicken sandwiches for some extra flavor, or serve it as a dip next to your raw veggies & potato chips",This Caesar dressing sauce is versatile & can be used as a dressing at a backyard BBQ or at a party to add delicious flavor to a wide range of foods,,,,,,,,,,,,days,5.4,,gl_grocery,,,TRUE,,,centimeters,15.5,,,centimeters,21,,,centimeters,21.5,Sauce,,,,,American Garden Creamy Caesar Dressing & Dip 473ml,,,milliliters,473,,,kilograms,0.473,AED,,,15.72,,,,American Garden,,,1,32550000,,Shelf Life,,,,SALAD_DRESSING,,,,,,,,,,,6,1,1,,milliters,,473,7.17274E+11,
B07P9G9QRZ,1.32946E+11,AmazonAe/WJTP1,B07P9G9QRZ,global,AMERICAN GARDEN,,,,,Vegetarian,,Gluten free,Authentic american taste,,,,,,,,,,,,,,,,,gl_grocery,,,TRUE,,,centimeters,23,,,centimeters,31.5,,,centimeters,9.5,,,,,,American Garden Creamy Peanut Butter Vegan & Gluten Free 340g,,,,,,,kilograms,0.34,,,,,,,,American Garden,,,1,32502000,,Expiration Date Required,,,,,,,,,,,,,,,12,1,1,,grams,,340,,
B07P8QBGF6,1.32946E+11,AmazonAe/WJTP1,B07P8QBGF6,global,Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AED,,5.7,5.7,,,,Emirates,,,,32504000,,Shelf Life,,,,PASTA_AND_NOODLES,,,,,,,,,,,,,,,,,,,
B07P8BSM8D,1.32946E+11,AmazonAe/WJTP1,B07P8BSM8D,global,American Garden,,,,,Made from california vine-ripened tomatos,,Sweet and tangy taste,"Makes its way on to your fries, burgers or sandwiches",,,,,,,,,,,,,,,,,gl_grocery,,,TRUE,,,centimeters,24,,,centimeters,38,,,centimeters,24,,,,,,"American Garden Tomato Ketchup, 680 G",,,milliliters,680,,,kilograms,0.68,AED,,8.79,9.23,,,,American Garden,,,1,32502000,,Expiration Date Required,,,,,,,,,,,,,,,16,1,1,,grams,,680,,
B07P8BSC97,1.32946E+11,AmazonAe/WJTP1,B07P8BSC97,global,American Garden,,,,,Is easy to pour and use and can be enjoyed with every snack,,Deliciously thick & rich tomato ketchup with goodness of natural tomatoes,Turns a boring meal into an empty tiffin,,,,,,,,,,,,,,days,81,,gl_grocery,,,TRUE,,,centimeters,4.2,,,centimeters,2.7,,,centimeters,1,,,,,,"American Garden Tomato Sauce, 425 Gm",,,milliliters,425,,,kilograms,0.425,,,,,,,,American Garden,,,1,32598000,,Shelf Life,,,,,,,,,,,,,,,12,1,1,,grams,,425,,
B07P83LFGN,1.32946E+11,AmazonAe/WJTP1,B07P83LFGN,global,Afia,,,,,100% sunflower oil,,With added vitamins A & D,No cholesterol,,,,,,,,,,,,,,days,5.4,,gl_grocery,,,TRUE,,,centimeters,28,,,centimeters,29.5,,,centimeters,27.5,,,,,,Afia Sunflower Oil 750ml,,,milliliters,750,,,kilograms,0.75,AED,,17.63,18.51,,,,Afia,,,1,32502000,,Shelf Life,,,,CONDIMENT,,,,,,,,,,,1,1,1,,milliters,,750,,
B07P76HLLL,1.32946E+11,AmazonAe/WJTP1,B07P76HLLL,global,American Garden,,,,,Made from california vine-ripened tomatos,,Sweet and tangy taste,"Makes its way on to your fries, burgers or sandwiches",,,,,,,,,,,,,,,,,gl_grocery,,,TRUE,,,centimeters,30,,,centimeters,32,,,centimeters,25,,,,,,"American Garden Tomato Ketchup, 1.02 kg",,,milliliters,1020,,,kilograms,1.02,AED,,12.96,13.61,,,,American Garden,,,1,32550000,,Expiration Date Required,,,,SAUCE_AND_SPREAD_AND_CONDIMENT,,,,,,,,,,,12,1,1,,grams,,1020,,
AY561,1.32946E+11,AmazonAe/WJTP1,B07P76HBPW,global,American Garden,,,,,Contains 425 grams of American Garden Classic Popcorn Kernels,,Traditional popcorn goodness with an authentic flavor,"This popcorn is good source of Fiber, Gluten-Free, Vegetarian, contains Zero Trans Fats or Cholesterol, and has No Artificial Colors or Preservatives","Just add cooking oil and popcorn kernels to a pan, and your popcorn will be ready in a flash","Perfect snack for after-school studying, a game night, BBQ, or party",,,,,,,,,,days,365,,,,gl_grocery,,,TRUE,,,centimeters,23,,,centimeters,31,,,centimeters,23,,,,,,"American Garden Classic Popcorn, Popcorn Kernels, Gluten-Free, 425g",,,,,,,kilograms,0.425,AED,,10.59,11.12,,,,American Garden,,,1,32599000,,Expiration Date Required,,,,POPCORN,,,,,,,,,,,12,1,1,,gram,,425,7.17274E+11,
B07P76G5DQ,1.32946E+11,AmazonAe/WJTP1,B07P76G5DQ,global,American Garden,,,,,Non vegetarian,,Perfect choice for breaded food,Cooking aids,,,,,,,,,,,,,,,,,gl_grocery,,,TRUE,,,centimeters,27.5,,,centimeters,36,,,centimeters,18,,,,,,"American Garden Plain Bread Crumbs, 425 g",,,,,,,kilograms,0.425,AED,,9.35,9.82,,,,American Garden,,,1,32502000,,Shelf Life,,,,,,,,,,,,,,,12,1,1,,grams,,425,,
B07P75SDV2,1.32946E+11,AmazonAe/WJTP1,B07P75SDV2,global,Al osra,,,,,Type: Sugar,,Packaging: Pouch,Size: 5 Kilogram,,,,,,,,6.28101E+12,,,,,,,,,gl_grocery,,,,,,centimeters,21.4,,,centimeters,9.2,,,centimeters,33.8,,,,,,AL OSRA REFINED SUGAR 5Kg,,,,,,,,,AED,,24.03,25.23,,,,Al-Osra,,,,32501000,,,,,,SUGAR,,,,,,,,,,,,,,,,,,,
B07P6YJPPG,1.32946E+11,AmazonAe/WJTP1,B07P6YJPPG,global,Afia,,,,,100% sunflower oil,,With added vitamins A & D,No cholesterol,,,,,,,,,,,,,,days,5.4,,gl_grocery,,,TRUE,,,centimeters,28,,,centimeters,30,,,centimeters,34,,,,,,Afia Sunflower Oil 9Litre,,,milliliters,9000,,,kilograms,9,AED,,172.93,181.57,,,,Afia,,,1,32502000,,Shelf Life,,,,CONDIMENT,,,,,,,,,,,1,1,1,,liters,,9,,
AY042,1.32946E+11,AmazonAe/WJTP1,B07P68FLFY,global,American Garden,,,,,"American Garden Ranch Dressing & Dip Lite 473ml contains 68% less fat, without compromising on the flavor",,"Use this ranch dressing to add a hint of garlic, onion and buttermilk flavor to any meal",Contains no artificial colors or artificial flavors and is gluten-free making this ranch the perfect salad dressing or dip for any occasion,"This delicious and versatile light ranch dip is the perfect addition to your salads, vegetable sticks or spicy Buffalo wings","This tasty light ranch sauce can be used for snacks at a party, or for a flavorful side dish at a backyard BBQ",,,,,,,,,,,,days,5.4,,gl_grocery,,,TRUE,,,centimeters,15.5,,,centimeters,21,,,centimeters,21.5,,,,,,"American Garden Ranch Dressing & Dip Lite, Gluten-Free, 473ml",,,milliliters,473,,,kilograms,0.473,AED,,,15.72,,,,American Garden,,,1,32550000,,Shelf Life,,,,SALAD_DRESSING,,,,,,,,,,,6,1,1,,milliters,,473,7.17274E+11,
B07P68FH59,1.32946E+11,AmazonAe/WJTP1,B07P68FH59,global,American Garden,,,,,No added MSG,,Antiseptic qualities,Dietary product,,,,,,,,,,,,,,,,,gl_grocery,,,TRUE,,,centimeters,26.5,,,centimeters,35,,,centimeters,25.5,,,,,,"American Garden White Vinegar, 946ml",,,milliliters,946,,,kilograms,0.946,AED,,9.06,9.51,,,,American Garden,,,1,32502000,,Expiration Date Required,,,,CONDIMENT,,,,,,,,,,,12,1,1,,milliters,,946,,
B07P68FGXQ,1.32946E+11,AmazonAe/WJTP1,B07P68FGXQ,global,American Garden,,,,,Packed with flavor and hassle-free,,Inspire cute starters,Bite-sized snacks,,,,,,,,,,,,,,,,,gl_grocery,,,TRUE,,,centimeters,25.5,,,centimeters,38,,,centimeters,13,,,,,,American Garden Chicken Vienna Sausage 142 Gm,,,milliliters,142,,,kilograms,0.142,AED,,4.06,4.26,,,,American Garden,,,1,32595000,,Expiration Date Required,,,,MEAT,,,,,,,,,,,48,1,1,,grams,,142,,
FC908,1.32946E+11,AmazonAe/WJTP1,B07P5J63J9,global,FOSTER CLARKS,,,,,A convenient gelatin mix infused with the tropical flavor of mango.,,Perfect for making delicious mango-flavored desserts like jelly or mousse.,"Each pack contains 85g of gelatin powder, providing ample quantity for multiple servings.",,,,,,,,5.3521E+12,,,,,,,,,gl_grocery,,,,,,,,,,,,,,,,,,,,,FOSTER CLARKS Jelly  (MANGO) 80GR,,,,,,,,,AED,,2.17,2.28,,,,FOSTER CLARKS,,,1,,,,,,,FOOD,,,,,,,,,,,1,1,,,,,,,
B07NF98DQL,1.32946E+11,AmazonAe/WJTP1,B07NF98DQL,global,AL RIFAI,,,,,Rich in antioxidants,,Natrually high in protein,Low in sugar,,,,,,,,6.2711E+12,,,,,,days,54.75,,gl_grocery,,,TRUE,,,centimeters,32.5,,,centimeters,36.5,,,centimeters,21,,,,,,AL RIFAI MIXED NUTS 200g,,,,,,,kilograms,0.2,AED,,15.48,16.26,,,,Al Rifai,,,1,32599000,,Shelf Life,,,,NUT_AND_SEED,,,,,,,,,,,1,1,1,,grams,,200,,
B07NF942SP,1.32946E+11,AmazonAe/WJTP1,B07NF942SP,global,American Garden,,,,,Crunchy and tasty,,"Gluten free, vegetarian",Low in fat,,,,,,,,,,,,,,days,5.4,,gl_grocery,,,TRUE,,,centimeters,30.5,,,centimeters,40.5,,,centimeters,18,,,,,,American Garden Pickled Cucumber-Dill Flavored 946ml,,,,,,,kilograms,0.907,AED,,11.09,11.64,,,,American Garden,,,1,32502000,,Shelf Life,,,,PICKLE,,,,,,,,,,,12,1,1,,grams,,907,,
LT052,1.32946E+11,AmazonAe/WJTP1,B07NF8WZRC,global,Lotte,,,,,"Allergy Information: Contain wheat, soy, milk, lactose, almonds, peanuts",,Healthy chocolate biscuits,Perfectly baked rich chocolate biscuits,,,,,,,,8.80106E+12,,,,days,365,,,,gl_grocery,,,TRUE,,,centimeters,31,,,centimeters,34.5,,,centimeters,16,,,,,,KANCHO CHOCO 34gm,,,,,,,kilograms,0.34,AED,,1.68,1.77,,,,Lotte,,,1,32599000,,Expiration Date Required,,,,COOKIE,,,,,,,,,,,1,1,1,,gram,,34,,
B07NF8RTS4,1.32946E+11,AmazonAe/WJTP1,B07NF8RTS4,global,AL RIFAI,,,,,good quality salted roast pistachio nuts in shell,,"Unique taste and flavor, delicious snack","Great source of protein, fiber and magnesium",,,,,,,,6.2711E+12,,,,,,days,54.75,,gl_grocery,,,TRUE,,,centimeters,32.5,,,centimeters,36.5,,,centimeters,21,,,,,,AL RIFAI DRY ROASTED PISTACHIOS 180g,,,,,,,kilograms,0.18,AED,,20.89,21.93,,,,Al Rifai,,,1,32599000,,Shelf Life,,,,NUT_AND_SEED,,,,,,,,,,,1,1,1,,grams,,180,,
B07NF8RTS4,6.74557E+11,AmazonAe/WJTP6,B07NF8RTS4,global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32599000,,,,,,,,,,,,,,,,,,,,,,,,,
B07NF8RLW5,1.32946E+11,AmazonAe/WJTP1,B07NF8RLW5,global,AL RIFAI,,,,,No MSGs,,Vegan Friendly,Plant based omega 3,,,,,,,,6.2711E+12,,,,,,days,54.75,,gl_grocery,,,TRUE,,,centimeters,32.5,,,centimeters,36.5,,,centimeters,21,,,,,,AL RIFAI SUNFLOWER SEEDS 125g,,,,,,,kilograms,0.125,AED,,5.76,6.05,,,,Al Rifai,,,1,32599000,,Shelf Life,,,,NUT_AND_SEED,,,,,,,,,,,1,1,1,,grams,,125,,
B07NF8C4JJ,1.32946E+11,AmazonAe/WJTP1,B07NF8C4JJ,global,AL RIFAI,,,,,Perfect snack,,Tasty good quality,Can be used for cooking,,,,,,,,6.2711E+12,,,,,,days,54.75,,gl_grocery,,,TRUE,,,centimeters,32.5,,,centimeters,36.5,,,centimeters,21,,,,,,AL RIFAI PUMPKIN SEEDS 140g,,,,,,,kilograms,0.14,AED,,8.2,8.6,,,,Al Rifai,,,1,32599000,,Shelf Life,,,,NUT_AND_SEED,,,,,,,,,,,1,1,1,,grams,,140,,
B07NF87BQT,1.32946E+11,AmazonAe/WJTP1,B07NF87BQT,global,AL RIFAI,,,,,No MSGs,,Vegan Friendly,Dry Roasted with no fats,,,,,,,,6.2711E+12,,,,,,days,54.75,,gl_grocery,,,TRUE,,,centimeters,32.5,,,centimeters,36.5,,,centimeters,21,,,,,,AL RIFAI PEANUTS SALTED 250g,,,,,,,kilograms,0.25,AED,,9.54,10.02,,,,Al Rifai,,,1,32599000,,Shelf Life,,,,NUT_AND_SEED,,,,,,,,,,,1,1,1,,grams,,250,,
B07NF8729H,1.32946E+11,AmazonAe/WJTP1,B07NF8729H,global,American Garden,,,,,Bread crumbs are perfect to bringing out the exquisite of foods,,Easy and quick way to prepare everyday favorites,Delicious bread crumbs that make a great meal-starter,,,,,,,,,,,,,,days,0.9,,gl_grocery,,,TRUE,,,centimeters,9.5,,,centimeters,8.5,,,centimeters,10.5,,,,,,American Garden Plain Bread Crumbs 283g,,,milliliters,283,,,kilograms,0.283,AED,,6.11,6.42,,,,American Garden,,,1,32502000,,Shelf Life,,,,,,,,,,,,,,,12,1,1,,grams,,283,,
B07NF86HPC,1.32946E+11,AmazonAe/WJTP1,B07NF86HPC,global,American Garden,,,,,Vegetarian,,Gluten free,Preserved foods,,,,,,,,,,,,,,,,,gl_grocery,,,TRUE,,,centimeters,23,,,centimeters,31,,,centimeters,23,,,,,,American Garden Veg Cream Style Sweet Corn 418 g,,,,,,,kilograms,0.425,,,,,,,,American Garden,,,1,32595000,,Expiration Date Required,,,,,,,,,,,,,,,24,1,1,,grams,,425,,
B07NF85QWR,1.32946E+11,AmazonAe/WJTP1,B07NF85QWR,global,AL RIFAI,,,,,Rich in antioxidants,,Natrually high in protein,Low in sugar,,,,,,,,6.2711E+12,,,,,,days,54.75,,gl_grocery,,,TRUE,,,centimeters,28.5,,,centimeters,45.5,,,centimeters,22,,,,,,AL RIFAI ASSORTED MIXED NUTS 500g,,,,,,,kilograms,0.5,AED,,28.53,29.95,,,,Al Rifai,,,1,32599000,,Shelf Life,,,,NUT_AND_SEED,,,,,,,,,,,1,1,1,,grams,,500,,
B07NF84G8R,1.32946E+11,AmazonAe/WJTP1,B07NF84G8R,global,AL RIFAI,,,,,Rich in antioxidants,,Natrually high in protein,Low in sugar,,,,,,,,6.2711E+12,,,,,,days,54.75,,gl_grocery,,,TRUE,,,centimeters,28.5,,,centimeters,45.5,,,centimeters,22,,,,,,AL RIFAI MIXED NUTS & KERNALS 500g,,,,,,,kilograms,0.5,AED,,54.71,57.45,,,,Al Rifai,,,1,32599000,,Shelf Life,,,,NUT_AND_SEED,,,,,,,,,,,1,1,1,,grams,,500,,
B07NF847QH,1.32946E+11,AmazonAe/WJTP1,B07NF847QH,global,Tilda,,,,,"This Unique Grain Is Known For Its Tantalising Flavour, Magical Aroma And Delicate Fluffy Texture",,"Like Champagne, Pure Basmati Rice Can Only Be Grown And Harvested In One Place On Earth, At The Foothills Of The Himalayas","Our Grains Are Purity Tested, As We Believe Only Pure Basmati Has The Unique Characteristics",,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,Tilda Pure Original Basmati Rice 2kg,,,,,,,kilograms,2,AED,,45.75,48.04,,,,,,,,,,Expiration Date Required,,,,,,,,,,,,,,,6,1,,,,,,,
B07NF825YZ,1.32946E+11,AmazonAe/WJTP1,B07NF825YZ,global,AL RIFAI,,,,,hand picked Almonds Dry Roasted.,,"Modified atmosphere, to ensure freshness",Zero Cholesterol,,,,,,,,6.2711E+12,,,,,,days,54.75,,gl_grocery,,,TRUE,,,centimeters,32.5,,,centimeters,36.5,,,centimeters,21,,,,,,AL RIFAI ALMONDS COCKTAIL 200g,,,,,,,kilograms,0.2,AED,,20.87,21.92,,,,Al Rifai,,,1,32599000,,Shelf Life,,,,NUT_AND_SEED,,,,,,,,,,,1,1,1,,grams,,200,,
LT005,1.32946E+11,AmazonAe/WJTP1,B07NF7X5MY,global,Lotte,,,,,Calories 160,,Less Cholesterol than 5mg,1 Serving per container,,,,,,,,6.07297E+11,,,,days,365,,,,gl_grocery,,,TRUE,,,centimeters,25.5,,,centimeters,45,,,centimeters,18,,,,,,FUNZELS CHOCO STICK 30gm,,,,,,,grams,30,AED,,1.68,1.76,,,,Lotte,,,1,32599000,,Expiration Date Required,,,,PRETZEL,,,,,,,,,,,1,1,1,,Count,,1,6.07297E+11,
B07NF7X3PH,1.32946E+11,AmazonAe/WJTP1,B07NF7X3PH,global,AL RIFAI,,,,,Brand: Al Rifai,,Type: Nuts & Seeds,Total Size: 150 gm,,,,,,,,6.2711E+12,,,,,,,,,gl_grocery,,,,,,centimeters,22,,,centimeters,10,,,centimeters,6,,,,,,AL RIFAI PEANUTS NACHOS 150g,,,,,,,,,AED,,9.55,10.02,,,,Al Rifai,,,,,,,,,,SNACK_CHIP_AND_CRISP,,,,,,,,,,,,,,,,,,,
B07NF7VR7Y,1.32946E+11,AmazonAe/WJTP1,B07NF7VR7Y,global,American Garden,,,,,Vegetarian,,Gluten free,Crunchy,,,,,,,,,,,,,,days,2.7,,gl_grocery,,,TRUE,,,centimeters,30.5,,,centimeters,40.5,,,centimeters,18,,,,,,"American Garden Petite Cucumber Dill Flavored Pickle, 907 g",,,,,,,kilograms,0.907,AED,,11.84,12.43,,,,American Garden,,,1,32502000,,Shelf Life,,,,,,,,,,,,,,,12,1,1,,grams,,907,,
